Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
b95d83229da2a76d2bba48ec992bae6c1cbbd31755cb54a668f5a4c489d1ba49,2019-08,City of London Police,City of London Police,-0.086278,51.509876,On or near FISH STREET HILL,E01032739,City of London 001F,Suspect charged
f3ae2fb553b732d8e3f408ac19c83f5256bb642f044d11030a6f878a0ccdfbfc,2019-08,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
eb606dcd8227921c3cbee9ed53cae32341118314f56e899c238db981249df86c,2019-08,City of London Police,City of London Police,-0.082628,51.518189,On or near SUN STREET PASSAGE,E01032739,City of London 001F,Suspect charged
32c0c2b1b7f7a49846e9223700f019ec5ea35e2b1d1ce39673c5734ec9b02715,2019-08,City of London Police,City of London Police,-0.085310,51.518511,On or near ELDON STREET,E01032739,City of London 001F,Suspect charged
ac693770ea8603aa7f9ec33e36343e0aece8521a0def82e197abd908da1fa8e3,2019-08,City of London Police,City of London Police,-0.087769,51.504550,On or near ST THOMAS STREET,E01003981,Southwark 006F,Suspect charged
a6d45c5f5685b5695b812f98cb0f1880b3fa1e18ad3ab4c9941551a0b372b6da,2019-08,City of London Police,City of London Police,,,No location,,,Suspect charged
d6a9ac9d978223959ceed73849a701dec5e10516c21d480f9b92a54be2ef9f25,2019-08,City of London Police,City of London Police,-0.087760,51.517149,On or near LONDON WALL,E01032739,City of London 001F,Offender given a caution
d7e0b19f485dbf0ff2e280789e377c05d097e005070929dce0cb2ce76ed41587,2019-08,City of London Police,City of London Police,-0.104887,51.516347,On or near FARRINGDON STREET,E01032740,City of London 001G,Suspect charged
aa0c8945f375e643beb1998a30515b982748d2b9a2923665ca1708bea9c65ae2,2019-08,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
66039c270e45b09301e3c9254e8c12d069efacfb9f1d18b6a569cee6256d9314,2019-08,City of London Police,City of London Police,-0.078250,51.515033,On or near HOUNDSDITCH,E01000005,City of London 001E,Suspect charged
ac0330c459e1b182521d1f3122b3fc5615620a70ef9482fef78cfc28c383af35,2019-08,City of London Police,City of London Police,,,No location,,,Suspect charged
61179176315c65ed94c22ac61bb112902c8320cd70e1ebd63116700133eaeee5,2019-08,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Suspect charged
3e2d40d2c8297857fb4ebd3a141cfb21c7dcb37df185010fb6fe6f7de5d078a8,2019-08,City of London Police,City of London Police,,,No location,,,Suspect charged
77466343ad5fce4b3f6f195dcc94e6df3c82e4e07cac70d4a23cb6619ee53cd9,2019-08,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Suspect charged
4ceea5a79ce9b2b730a76bbe876be3464027320420d194568d6591473bc8905f,2019-08,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Suspect charged
10346797cbde9bfff092af54d6bd818feb1eb3858c59e061cb851d86d8258976,2019-08,City of London Police,City of London Police,-0.078591,51.520290,On or near SPITAL YARD,E01004307,Tower Hamlets 015B,Suspect charged
47a702bbc480fd5b62bd14b57964cf64ebfe5cb938b3e6f12cf32a68723fa643,2019-08,City of London Police,City of London Police,-0.076435,51.513627,On or near ALDGATE,E01000005,City of London 001E,Suspect charged
47a702bbc480fd5b62bd14b57964cf64ebfe5cb938b3e6f12cf32a68723fa643,2019-08,City of London Police,City of London Police,-0.076435,51.513627,On or near ALDGATE,E01000005,City of London 001E,Suspect charged
9b4d89baed3317c62e2ae2a70d96bae5f153291c3c6b80712ae2f96783fcdc50,2019-08,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Suspect charged
9b4d89baed3317c62e2ae2a70d96bae5f153291c3c6b80712ae2f96783fcdc50,2019-08,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Suspect charged
21ceccef49aedc7225a3fa201d0f081f16f1847ed305cf111f7e34b32c945bae,2019-08,City of London Police,City of London Police,-0.076199,51.516834,On or near COBB STREET,E01004307,Tower Hamlets 015B,Suspect charged
26e008187ba4208f55e316d4712b21b115dc1b760cf9d7600d22fb00aaea2af3,2019-08,City of London Police,City of London Police,,,No location,,,Suspect charged
632535ce0d8512b75ba1fb6ded40a88492900f41db57dc710d9270d26b364d8f,2019-08,City of London Police,City of London Police,-0.074613,51.512060,On or near HAYDON STREET,E01000005,City of London 001E,Suspect charged
feeeecae8ac42eb8d0cd5ad5f1858162745d058599732577c5d7b7e451f4bfdd,2019-08,City of London Police,City of London Police,-0.100748,51.515031,On or near WARWICK LANE,E01032739,City of London 001F,Suspect charged
1b1a82bd506293dacee762dabcea8e3f0ca740a32d99ccc852d605baeba8d2f7,2019-08,City of London Police,City of London Police,-0.078484,51.517680,On or near CATHERINE WHEEL ALLEY,E01032739,City of London 001F,Offender given a caution
3d0ce407e83fe7621babb15c88427719657bb60f30922aef6b6fa785aa5008c5,2019-08,City of London Police,City of London Police,-0.090348,51.519358,On or near MOOR LANE,E01000002,City of London 001B,Suspect charged
95673cadfa2c789b5b10df0e5cb2d03ce5c445c2a80c767127589b25d13e17db,2019-08,City of London Police,City of London Police,-0.088766,51.519620,On or near ROPEMAKER STREET,E01002704,Islington 023D,Suspect charged
87d5e5043851fc25b669bdd6b35810a37d685a36ba4397b069fa48a726c1b6f2,2019-08,City of London Police,City of London Police,-0.085310,51.518511,On or near ELDON STREET,E01032739,City of London 001F,Suspect charged
334f9fd2e39dc7d6af31cc4a68618be957c10dfc2760f21a9c8191d97b21565d,2019-08,City of London Police,City of London Police,-0.101345,51.518709,On or near Parking Area,E01032740,City of London 001G,Suspect charged
89630044e3b20b7da518aa2bdcd7e0c0d114ca11344f02f4ccab58201c750afd,2019-08,City of London Police,City of London Police,-0.086655,51.519783,On or near LACKINGTON STREET,E01002704,Islington 023D,Suspect charged
7585b6359c9529ddf8f85976d169b694264d3834126c271e6f820ebb8be84f4d,2019-08,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Suspect charged
4e660df6204a6721357bff1042078db7a5866ea80e2a6b5e3fc8bb20077cc845,2019-08,City of London Police,City of London Police,-0.074613,51.512060,On or near HAYDON STREET,E01000005,City of London 001E,Suspect charged
0bf481392226ef42a211b50f7247baabe268f0ec106d629a2d5a0084182a8983,2019-08,City of London Police,City of London Police,-0.082628,51.518189,On or near SUN STREET PASSAGE,E01032739,City of London 001F,Suspect charged
7663d3103ccc6c7c5d363f137874308394ff7f01c78a4dc90333b8117f628bf8,2019-08,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Suspect charged
737277428b1e11fdacaadf041a5cd7ba0b20ede34b49bb18930c7222e0a1f7e5,2019-08,City of London Police,City of London Police,-0.077655,51.514088,On or near Pedestrian Subway,E01032739,City of London 001F,Suspect charged
d657ce879478a322adcce0fad9a269adcc335d5d067961c346311a726c45a278,2019-08,City of London Police,City of London Police,-0.086764,51.510307,On or near FISH STREET HILL,E01032739,City of London 001F,Suspect charged
0385b27e45ac57a1a2f6c23941eb7fe3096612a92b5d3bebe5da08e6de53ed45,2019-08,City of London Police,City of London Police,-0.092628,51.517920,On or near ST ALPHAGE GARDEN,E01000002,City of London 001B,Suspect charged
b3ec41e92feb85786bc8f3db3ac93938fb2a93cfb0eaee673896b03cd2b1de97,2019-08,City of London Police,City of London Police,-0.096075,51.514766,On or near FOSTER LANE,E01032739,City of London 001F,Suspect charged
adf56017acf309cb5dadc344ea0fd426f6dd8dcfb141f55139396c54635988da,2019-08,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
2c30a8848de8cd46d0d6cb7e4d5c911c7476c3446bf4d8aa8a25dbfcda57d25b,2019-08,City of London Police,City of London Police,-0.097277,51.515307,On or near ST MARTIN'S LE GRAND,E01000001,City of London 001A,Suspect charged
5a3e72ed122715d388d1d0cc9d02b54a07399d4611ddb2c339b3116fbf373237,2019-08,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
37b3af01d3c1c1831a46ad7ceabcfbf6ad772883ad19458bbb50e72d85461263,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given penalty notice
98dae5f12fe93853844be8e0691fc8d61072a0800da64486fcd3959083eb5d14,2019-08,City of London Police,City of London Police,-0.080782,51.514804,On or near ST MARY AXE,E01032739,City of London 001F,Offender given a caution
58a6ff67fe8aa92d898a2f5f9bfec6b21813202947a5d0d162695af98bd9ecc6,2019-08,City of London Police,City of London Police,-0.096561,51.514513,On or near CHEAPSIDE,E01032739,City of London 001F,Offender given a caution
d5656a0bd6ed28783d4a2239f97e24d86b920618ecb42e4a18108f183fee3c13,2019-08,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Suspect charged
9933ff4c739b078f693aef2cddc8349f1a834abb55bb55d1629eab424bac9db9,2019-08,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Suspect charged
d9e638789a00487b25f20be8f628029af894e1994dc82926726af0a6dba1636e,2019-08,City of London Police,City of London Police,-0.082965,51.516351,On or near WORMWOOD STREET,E01032739,City of London 001F,Offender given a caution
c07feb892a8886e9fcc05dae8a4431ea2ac35630a61f65daa6292d4036e7b5d3,2019-08,City of London Police,City of London Police,-0.074115,51.511224,On or near GOODMAN'S YARD,E01000005,City of London 001E,Offender given a caution
650346a8389d4777f233818384896d18b15f0b2eec1ff336e1413f7c7b232b19,2019-08,City of London Police,City of London Police,-0.080782,51.514804,On or near ST MARY AXE,E01032739,City of London 001F,Suspect charged
e26bc0ded206fca8fb55c56e05af40a6c078e53590677372cea702f8c5919abb,2019-08,City of London Police,City of London Police,-0.111497,51.518226,On or near Pedestrian Subway,E01000914,Camden 028B,Suspect charged
f9190ebbb65866497eb968f9157dc66adf3ab5f89cd487bf10cdb237be5b19b1,2019-08,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Suspect charged
76408964e5f449f05e6696389c48f1a8f5978850659b425b87a9585268afa1dd,2019-08,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Offender given a caution
76408964e5f449f05e6696389c48f1a8f5978850659b425b87a9585268afa1dd,2019-08,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Offender given a caution
94d168264252b2b5da52988aadb432d0d116d8c7eab0e2a55f25361a46e523e3,2019-08,City of London Police,City of London Police,-0.095015,51.513220,On or near WATLING STREET,E01032739,City of London 001F,Suspect charged
1945fc1596141b37ccb241cd9efdfb2bf6f9d7da0df67a19e3c3710b773121c0,2019-08,City of London Police,City of London Police,-0.094468,51.521853,On or near GOLDEN LANE,E01000003,City of London 001C,Offender given a caution
47828fc2dd7eefc7af72c28d8ccf3ef4ac8eb41bb3e3ae79f77e04e3ed09cb95,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
38992c7ff40e258a1415d3dd8190f156dcb15c5394e56b16f6c14dfadac9e05c,2019-08,City of London Police,City of London Police,-0.097277,51.515307,On or near ST MARTIN'S LE GRAND,E01000001,City of London 001A,Suspect charged
c76b8547ab01481563a4b563fa70771c009893ef5bf30deb0791e4148e9e1b6b,2019-08,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Suspect charged
e9df1a693bf760bd0be49b009c79f09d38703215492e3747be3338a1bfedd7b1,2019-08,City of London Police,City of London Police,-0.108965,51.516386,On or near PLOUGH PLACE,E01032740,City of London 001G,Suspect charged
e9df1a693bf760bd0be49b009c79f09d38703215492e3747be3338a1bfedd7b1,2019-08,City of London Police,City of London Police,-0.108965,51.516386,On or near PLOUGH PLACE,E01032740,City of London 001G,Suspect charged
714cde858ccc1d7a59e813afb488963bfe0a87b575258f38931b1c58ad5f5860,2019-08,City of London Police,City of London Police,-0.101055,51.513552,On or near CREED LANE,E01032739,City of London 001F,Suspect charged
714cde858ccc1d7a59e813afb488963bfe0a87b575258f38931b1c58ad5f5860,2019-08,City of London Police,City of London Police,-0.101055,51.513552,On or near CREED LANE,E01032739,City of London 001F,Suspect charged
63e5427f11203d78a595528ecb7bc536dd4684425c3d42d2aaa763564a4e7a19,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
63e5427f11203d78a595528ecb7bc536dd4684425c3d42d2aaa763564a4e7a19,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
f2e2f20c4d2d14c8d12caf2da1985694e308079094aec60f3989d195c25c53ed,2019-08,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
71e4f77621ff298dbf63bddccadfc63d35db2ab8debb5f31975827c37dd6a9c4,2019-08,City of London Police,City of London Police,-0.074958,51.514151,On or near ALDGATE HIGH STREET,E01000005,City of London 001E,Offender given a drugs possession warning
cea00a597bd6db1da80ab7f668c4a4e6bdbaeca27cb842827211caf5c5cab548,2019-08,City of London Police,City of London Police,-0.085231,51.520408,On or near WILSON STREET,E01002704,Islington 023D,Suspect charged
fbd8a7ca493008f960ac121d9b6ae3d8505f12a33e4c222556bce609ea9292b3,2019-08,City of London Police,City of London Police,-0.096643,51.512545,On or near DISTAFF LANE,E01032739,City of London 001F,Offender given a drugs possession warning
150db2e0c64002682d2460e2c1432e5eacf66312a8cc6d8d1a4609ce9d6d7ee5,2019-08,City of London Police,City of London Police,-0.096561,51.514513,On or near CHEAPSIDE,E01032739,City of London 001F,Suspect charged
9914585b8f7887bbb3e945110d0ba00aab63e4691211672aeaec4967b5522a34,2019-08,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Offender given a drugs possession warning
9f56b79f5890e5085fd39680ead92c1b0fc23f2ab526e2286a6027ce5827b1bc,2019-08,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
ce6ac1759ab92d2c0b64b582bebf9a09cea966940f96bb3da37a95cc6af76d3c,2019-08,City of London Police,City of London Police,,,No location,,,Suspect charged
ce5d19b3b671c77026f3a59bd247ac264b5551d24c4c0e3c2afe53a3e6f063dd,2019-08,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Suspect charged
027c10a3a7e6a594794ed68c43b50fca04e4763f79d2cab832dd6df14f8ac6cc,2019-08,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Suspect charged
b6959feae272964eb459cdeeeb2e4989cc1f2a01953ef18ede7f358b3194aa1a,2019-08,City of London Police,City of London Police,-0.104887,51.516347,On or near FARRINGDON STREET,E01032740,City of London 001G,Suspect charged
6b66fbe14a81770736bfb6418cdbb2bdf6f563abb26436e8a0c3f3b181e48902,2019-08,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Local resolution
e15e7fa18f83fab980de2b0537823711bfa3f1a68d571a3f22fb9c5dffd7e1d8,2019-08,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Local resolution
71df55cfe3c2e994dec484b62dd316d4e7b2fc1548c347bbb096840bfb54f555,2019-08,City of London Police,City of London Police,-0.098062,51.517577,On or near MONTAGUE STREET,E01000001,City of London 001A,Suspect charged
34058f1fc8140cd0d3ee8f53f5d3d0c6f81338b1617d93ce62682e035a43e2f0,2019-08,City of London Police,City of London Police,-0.098062,51.517577,On or near MONTAGUE STREET,E01000001,City of London 001A,Suspect charged
e3dbdd14ad203864f69327362760fe2a89bb0c8073a5764dc5d8f5790159d625,2019-08,City of London Police,City of London Police,-0.076095,51.512462,On or near VINE STREET,E01000005,City of London 001E,Suspect charged
18664860025ba8178b8a25ea83f3e8bff42650b71a2a5373658bdde4085a6b8a,2019-08,City of London Police,City of London Police,-0.092628,51.517920,On or near ST ALPHAGE GARDEN,E01000002,City of London 001B,Offender given a caution
18664860025ba8178b8a25ea83f3e8bff42650b71a2a5373658bdde4085a6b8a,2019-08,City of London Police,City of London Police,-0.092628,51.517920,On or near ST ALPHAGE GARDEN,E01000002,City of London 001B,Offender given a caution
39816a0d492c64b619a69965eb7e4a135205230855a12c0010bc15402214ccae,2019-08,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
85aa6d9880593ae0a9b90230411619a16b7939a45eff287c745302a1a09f553e,2019-08,City of London Police,City of London Police,-0.107147,51.517130,On or near ST ANDREW STREET,E01032740,City of London 001G,Offender given a drugs possession warning
0fd92fcd80e4cfa31e25c5eb8473a76d7fb67553a80f949e5f760f7e8d5e91d6,2019-08,City of London Police,City of London Police,-0.090710,51.513132,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Suspect charged
9a4bd8025d9ff95c3333efc2aab2ae891466afc24567992cd2efcace83ff01d8,2019-08,City of London Police,City of London Police,-0.080782,51.514804,On or near ST MARY AXE,E01032739,City of London 001F,Suspect charged
607877c259afb4dcd1f7f9ef28af8b260e832af25718349d662a7a4ce4e9571b,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a caution
0544847dda1a47505521a878c6809e5b95f3f0334a9bc277f3f6a918a5113441,2019-08,City of London Police,City of London Police,-0.086272,51.513114,On or near BIRCHIN LANE,E01032739,City of London 001F,Suspect charged
b9f2d16b1fffc43fe9e6c5b308f4d282a4d03ad1e36e4e30dc3d1c32a5f89ef2,2019-08,City of London Police,City of London Police,-0.080782,51.514804,On or near ST MARY AXE,E01032739,City of London 001F,Suspect charged
388d4b338b373626b521996b5cd9acede6fdc7c9f98ba436dae75f129a5dde32,2019-08,City of London Police,City of London Police,-0.079448,51.511554,On or near FENCHURCH PLACE,E01032739,City of London 001F,Offender given a drugs possession warning
1db05d7ed7ca9ebb148ce63bb2c88fd1891125f5bfa595085ec38d6321370a39,2019-08,City of London Police,City of London Police,-0.084199,51.513394,On or near CORNHILL,E01032739,City of London 001F,Offender given a drugs possession warning
a6feb19fad9ac2423ba642a56380ce08f0b14b1750f8c898163d947ddaf2486c,2019-08,City of London Police,City of London Police,-0.083386,51.509757,On or near ST DUNSTAN'S LANE,E01032739,City of London 001F,Offender given a drugs possession warning
763c70c20fe6cf0e3af9fb304aa24c421a32c54490fea294e09f33be22edbd0e,2019-08,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Local resolution
c8a3b7e5b83408ede16c2fce4320f648a6c63273d07a52b01f8d68568aec8513,2019-08,City of London Police,City of London Police,-0.076747,51.517184,On or near STRYPE STREET,E01004307,Tower Hamlets 015B,Offender given a drugs possession warning
811703c827647513839d608dfd55fe79a3d1929b103641ed4eb84c7dc2c4379d,2019-08,City of London Police,City of London Police,,,No location,,,Offender given a caution
811703c827647513839d608dfd55fe79a3d1929b103641ed4eb84c7dc2c4379d,2019-08,City of London Police,City of London Police,,,No location,,,Offender given a caution
d871359cc84c51a23127cf8562bb3620ff4e234c3c5a14572d951567ee8c3c25,2019-08,City of London Police,City of London Police,-0.090506,51.513524,On or near POULTRY,E01032739,City of London 001F,Suspect charged
b83d4e52134057058fa7bec29a4064fba6580cafda2950d32402c532b70c682d,2019-08,City of London Police,City of London Police,,,No location,,,Suspect charged
8912f996b6273a4b5fc0dd265aa23a97da77e1b15bc600224c30fb7b215b66a8,2019-08,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Suspect charged
6916b52afe3560c77afc73527809b525cba2ba76952749c927a60ce551cad0c8,2019-08,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Offender given a caution
86c11ba0fd443dd67594270f828d45e42313ef48f128e41534790839bdcfdc81,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Suspect charged
48f424488f973a597df9923114f43c75e573421f7bdf1aecbd4c6ed86d9f671f,2019-08,City of London Police,City of London Police,,,No location,,,Offender given a drugs possession warning
46368673b17fb86d001f796855d605350c22f05fa7309501f92bb284236c4ff5,2019-08,City of London Police,City of London Police,-0.111181,51.516476,On or near CURSITOR STREET,E01032740,City of London 001G,Suspect charged
22ab59e212598dade2789adf50e183adcb0625036d835ab6ce589380548d952f,2019-08,City of London Police,City of London Police,-0.077655,51.514088,On or near Pedestrian Subway,E01032739,City of London 001F,Offender given a drugs possession warning
22ab59e212598dade2789adf50e183adcb0625036d835ab6ce589380548d952f,2019-08,City of London Police,City of London Police,-0.077655,51.514088,On or near Pedestrian Subway,E01032739,City of London 001F,Offender given a drugs possession warning
59321fe4042fdff61eefeaa0ed4de4281724f51616b829ecf364338434d62681,2019-08,City of London Police,City of London Police,-0.084201,51.510949,On or near PHILPOT LANE,E01032739,City of London 001F,Unable to prosecute suspect
5d39d1e1c1cd3b32707c2146cf8e5a5407b31099adabfa073f77df068488adca,2019-08,City of London Police,City of London Police,-0.085014,51.509775,On or near MONUMENT STREET,E01032739,City of London 001F,Further investigation is not in the public interest
175ce0b17772f0d34faf0c0055d7c43d92e50d4a635d1b428546894611db00c6,2019-08,City of London Police,City of London Police,-0.085833,51.513952,On or near FINCH LANE,E01032739,City of London 001F,Unable to prosecute suspect
62d97bbbc2d7dbbd96ae5abad0a099257a0e027d6d3332ef8c9bc4caa4b9dde2,2019-08,City of London Police,City of London Police,-0.096814,51.512952,On or near ST PAUL'S CHURCH YARD,E01032739,City of London 001F,Further investigation is not in the public interest
8de20af0b7e85e6fc0d89a6a1c648a88355fe36eaf5e4b977ca0c365d883a548,2019-08,City of London Police,City of London Police,-0.074901,51.506255,On or near A100,E01004293,Tower Hamlets 027B,Unable to prosecute suspect
614bcadb4ff9d96d57c3292473766d7118f6dafb374ba4a0f99eb713b9a6ec52,2019-08,City of London Police,City of London Police,-0.079283,51.511021,On or near SEETHING LANE,E01032739,City of London 001F,Unable to prosecute suspect
24bd344f16e1e85f52fc113108158fb4a9f5e7cd90294e8134e5ff4f1824db2f,2019-08,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Unable to prosecute suspect
50d49fff51301b5b00d282ffc36d14e1d5bbdf87b10fdaca75960c939fcbef84,2019-08,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Unable to prosecute suspect
84f53e65c51fec51e5e452af88ceea9f8a9465120f5a66b66c30121ef26d84c7,2019-08,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Unable to prosecute suspect
9cec83e9e5f235359c2959e3aaae3aac36dafd5866c8c7e5923581ebab3b7ef2,2019-08,City of London Police,City of London Police,-0.088233,51.515484,On or near TOKENHOUSE YARD,E01032739,City of London 001F,Unable to prosecute suspect
84ad00697f6253472278efa2e1ae549f4adb45e8345ab66e81120b5f6f3d6f43,2019-08,City of London Police,City of London Police,-0.094464,51.512959,On or near WATLING COURT,E01032739,City of London 001F,Unable to prosecute suspect
c8e008598de524ddae3ac31e40c7bc775cdf590783034e5ce683230e56323026,2019-08,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Unable to prosecute suspect
ea43474dc3600bbdfad175ace7b1379297cb6588d288e7e17d67a618ac964d57,2019-08,City of London Police,City of London Police,-0.112939,51.518231,On or near SOUTHAMPTON BUILDINGS,E01032740,City of London 001G,Investigation complete; no suspect identified
cb036cf2fb457188462ce398ee28e3c40ac399b55539cd61cbad9661999065a4,2019-08,City of London Police,City of London Police,-0.090797,51.514482,On or near OLD JEWRY,E01032739,City of London 001F,Unable to prosecute suspect
8c62caa38ba7f3ec482eb0d78c247d4d7c90ded2f9ac57c2934fc0a287a03f8d,2019-08,City of London Police,City of London Police,-0.079162,51.514940,On or near BEVIS MARKS,E01032739,City of London 001F,Unable to prosecute suspect
55623f739e88f440023039bc3df35dd603900f2f02d7456f120ebf014f64b4ba,2019-08,City of London Police,City of London Police,-0.083296,51.517058,On or near OLD BROAD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
2428f5b78ead398defb94a61e96ebf205909613ec595120ef558fcd1d1eba2e8,2019-08,City of London Police,City of London Police,-0.110710,51.513914,On or near FLEET STREET,E01032740,City of London 001G,Formal action is not in the public interest
3861fff1185ad69f6418ae7d883d491ee241726aec45a50de6d9c706aaa4f137,2019-08,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Investigation complete; no suspect identified
58d2e20ee1f59d6f2670a6a9f194f51aab79cd7b6299f3ce84bc10a71b62b7bc,2019-08,City of London Police,City of London Police,-0.076270,51.515504,On or near GRAVEL LANE,E01000005,City of London 001E,Action to be taken by another organisation
4ac38fd7cf54848f5cc387f7b5764125ebb253abd30bdb88667e00f3340652a2,2019-08,City of London Police,City of London Police,-0.084284,51.510671,On or near EASTCHEAP,E01032739,City of London 001F,Investigation complete; no suspect identified
4c8232cf4cfd6ee4e0c2f656d0b6ec755a960dceef12b77fc9e965f5a3f223af,2019-08,City of London Police,City of London Police,-0.091440,51.519807,On or near SILK STREET,E01000002,City of London 001B,Investigation complete; no suspect identified
32dc2cdc6860f6a6f9c62bf839a0bc7383b2808e228ae89566d19102fc426d0b,2019-08,City of London Police,City of London Police,-0.077694,51.513171,On or near ALDGATE,E01032739,City of London 001F,Unable to prosecute suspect
b4181897400eeba17898adb2f534d203f1936c7eca0f101cf9a60189f5600b2d,2019-08,City of London Police,City of London Police,-0.097562,51.518864,On or near Parking Area,E01000001,City of London 001A,Investigation complete; no suspect identified
6e620054f6cfbcea344a241ea8ec430756d60e925fb5f92e585884b273f7a3c5,2019-08,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
625abee1fb2d0cad2575094481f6b81063ea6398e0df31f55f8c4532dc59e956,2019-08,City of London Police,City of London Police,,,No location,,,Unable to prosecute suspect
50a412892886fc52efdb98278ea90c556315d5021517296c426c41762d1f9b24,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Investigation complete; no suspect identified
ce88f2c60d4514cd5580df042dde978976aa308a11879e4c4d22ec6be06d4eb6,2019-08,City of London Police,City of London Police,-0.085669,51.515100,On or near AUSTIN FRIARS,E01032739,City of London 001F,Unable to prosecute suspect
535becc94bf2301a50198b3f5e2c8fe73d9e96b51ef6c6a4d19ad7f33c2be692,2019-08,City of London Police,City of London Police,-0.078250,51.515033,On or near HOUNDSDITCH,E01000005,City of London 001E,Unable to prosecute suspect
99f6436c33ecfca6840c4623af2078bf5cc29db0d39b6f9b3499a08a2ace0e73,2019-08,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
dceae8de93de26bc2c0c2392879ddc0f778c18dedb3fdf758c258625d7c92b0b,2019-08,City of London Police,City of London Police,-0.081281,51.512528,On or near FENCHURCH AVENUE,E01032739,City of London 001F,Investigation complete; no suspect identified
