Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
6cc30d7ae44c20e638817ff08b40ef0964610b08680420d980a40d53cf6fcdf9,2019-08,City of London Police,City of London Police,-0.080146,51.514848,On or near BURY COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
0dd3257cf2f3bac65c80c4afd46d97875c64c2837247c1a84a2785253d8181ec,2019-08,City of London Police,City of London Police,-0.082628,51.518189,On or near SUN STREET PASSAGE,E01032739,City of London 001F,Investigation complete; no suspect identified
f3fbf05436319aa22681eb56d642360ffe2ae8ecc8cf41ae2c4492b7d5c7bbe5,2019-08,City of London Police,City of London Police,-0.086166,51.510828,On or near EASTCHEAP,E01032739,City of London 001F,Investigation complete; no suspect identified
f2a2e89b7c8571b4d1714a762708dd353af91a76558ebba42bbd864d6931cf5a,2019-08,City of London Police,City of London Police,-0.077578,51.510795,On or near PEPYS STREET,E01032739,City of London 001F,Unable to prosecute suspect
d02c38762fa1bd138bc1ed2902efe7707f1781789576819ec16d2e6eb6a55375,2019-08,City of London Police,City of London Police,-0.079011,51.509614,On or near Pedestrian Subway,E01032739,City of London 001F,Investigation complete; no suspect identified
a4314b0a3081c44728032505ecd999f4431c1580204cf748ff8389842bd08fb0,2019-08,City of London Police,City of London Police,-0.080234,51.516855,On or near DEVONSHIRE ROW,E01032739,City of London 001F,Investigation complete; no suspect identified
4e04b67217f329eb5c4c4667d2f3b724676d42430070db845c7bdb7c90cf586a,2019-08,City of London Police,City of London Police,-0.096511,51.511922,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
cf427b28e393493658a109f7b67e60358e22ff25c1af2c067c6d0edd8c7d7bd9,2019-08,City of London Police,City of London Police,-0.086550,51.512651,On or near BIRCHIN LANE,E01032739,City of London 001F,Formal action is not in the public interest
1b387920ad7f56a34e3cdf453d8b43fc6def1e019557862eeeac371fef26568a,2019-08,City of London Police,City of London Police,-0.103280,51.514109,On or near LUDGATE HILL,E01032740,City of London 001G,Investigation complete; no suspect identified
cd421b2815d12541c582020ff9b77b1730957f44ee85c73d38bc46d8497dc28e,2019-08,City of London Police,City of London Police,-0.090847,51.511237,On or near SCOTT'S YARD,E01032739,City of London 001F,Investigation complete; no suspect identified
a04350cf73ed1a828f18fb8e574e0e0f9059d4490d2cf8c2a23f21716a8a7289,2019-08,City of London Police,City of London Police,-0.091108,51.511529,On or near CLOAK LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
c48bb6ee6c8604ea74d4d596247a3c55c183ce83411fc32a423b4d0ec489586c,2019-08,City of London Police,City of London Police,-0.079448,51.511554,On or near FENCHURCH PLACE,E01032739,City of London 001F,Investigation complete; no suspect identified
132ae95c2e9b7bc86e22999542fd2602737a4079dcb67b27750bfb6fdb4c396d,2019-08,City of London Police,City of London Police,-0.098148,51.517938,On or near ALBION WAY,E01032740,City of London 001G,Investigation complete; no suspect identified
f844a7bec17ca7ae37745c8810dc64cc18446589f9e0cd1e8e28cd718e93b703,2019-08,City of London Police,City of London Police,-0.098148,51.517938,On or near ALBION WAY,E01032740,City of London 001G,Investigation complete; no suspect identified
159a85b4421702652dbacf39cb2445b3b5fd10b482a0b8bccb63ed3526d02fcb,2019-08,City of London Police,City of London Police,-0.089451,51.517032,On or near Bus/Coach Station,E01032739,City of London 001F,Unable to prosecute suspect
3018aff19d8de850cca3a870fbe561fdb06d48c307422ba0f50641df51a0e845,2019-08,City of London Police,City of London Police,-0.109155,51.516668,On or near FETTER LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
8bdb3364fd6d4faa519050fa05cbb27eff0310d4b7e1b728f880941226e81912,2019-08,City of London Police,City of London Police,-0.097223,51.515225,On or near ST MARTIN'S LE GRAND,E01000001,City of London 001A,Investigation complete; no suspect identified
da52d3822a8ab68a76977bf435e16476ca7112406c1e4361e23b9933d4918a4e,2019-08,City of London Police,City of London Police,-0.102930,51.518375,On or near WEST SMITHFIELD,E01032740,City of London 001G,Investigation complete; no suspect identified
a439d17d9c9809d071f246b0916c6e277c49d37e71c846ec2a9508103b58ba3e,2019-08,City of London Police,City of London Police,-0.091732,51.521080,On or near Nightclub,E01002704,Islington 023D,Unable to prosecute suspect
bb74b3484f9b779be47edf3c0356197eccdaaf13ed25425e04cc66512e05b985,2019-08,City of London Police,City of London Police,-0.085257,51.511200,On or near TALBOT COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
274e553cbb5c84e52a92f7b05280b15b83b679a072a0aa97a65f42b324df5049,2019-08,City of London Police,City of London Police,-0.104001,51.513051,On or near APOTHECARY STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
b099cf62cd4de2f265a8d20f23d9f0a89d22c029435bda0452261ba3c68a9935,2019-08,City of London Police,City of London Police,-0.088727,51.513333,On or near Pedestrian Subway,E01032739,City of London 001F,Investigation complete; no suspect identified
1a7c592bae1066d48e5c248319e9061060e67ea66fd5d65d2375a4d7e7aac2b2,2019-08,City of London Police,City of London Police,-0.078484,51.517680,On or near CATHERINE WHEEL ALLEY,E01032739,City of London 001F,Investigation complete; no suspect identified
f94f6c831d3a3715b4ec63e08c1c57122dc2016305b783890362fa686de3eb0c,2019-08,City of London Police,City of London Police,-0.092077,51.512147,On or near TOWER ROYAL,E01032739,City of London 001F,Investigation complete; no suspect identified
1f1ca449e645eff8c285ec8a940a15981f8daf0ed11f5e2ad437e8ef3e715d1a,2019-08,City of London Police,City of London Police,-0.092719,51.512652,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
e5045bfff18839945e518a45e8a10a42d81ab0c57046d444e70a01799fc93818,2019-08,City of London Police,City of London Police,-0.085257,51.511200,On or near TALBOT COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
8e657a7beb1f26b63b94e5eb4a9c6833c86c67f8d4ec183699e528df77beca7d,2019-08,City of London Police,City of London Police,-0.089596,51.518743,On or near NEW UNION STREET,E01000002,City of London 001B,Investigation complete; no suspect identified
e87baf211f3d2b569df9a8759b029fb058cf36fcb469ef29e0bfd67b3de1f3c6,2019-08,City of London Police,City of London Police,-0.074958,51.514151,On or near ALDGATE HIGH STREET,E01000005,City of London 001E,Investigation complete; no suspect identified
8ce0a31cbde59afbbd933a27bf8c7c735c02bb19b6c01de6f013b640660b76ec,2019-08,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
7ccee2b6c6f824cb77daf7b152b65facde4fdb2f317c8a4040a0d53114503e9a,2019-08,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
119bbaea5687cbaa0d6ca58859c51bc238ebdc21a41fefb5f46fc312722ca69a,2019-08,City of London Police,City of London Police,-0.074613,51.512060,On or near HAYDON STREET,E01000005,City of London 001E,Investigation complete; no suspect identified
e4c22ce621403345b45a14d69b64ef2c62e842a16103f72eff2b08640e234b8b,2019-08,City of London Police,City of London Police,-0.082209,51.509639,On or near ST DUNSTAN'S HILL,E01032739,City of London 001F,Investigation complete; no suspect identified
f5a3b6cda304912e2bd169c03a1c5c4bfe3d92fba2f58a8209c656325e3e2064,2019-08,City of London Police,City of London Police,-0.082066,51.516147,On or near WORMWOOD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
7c240d57bb87a256ea317512d3c3994e3ef84b48d3224f4c2cd4111c93571d22,2019-08,City of London Police,City of London Police,-0.074958,51.514151,On or near ALDGATE HIGH STREET,E01000005,City of London 001E,Unable to prosecute suspect
ce96c509fc93c7e894753fb0af283093b510fa94a2024a755d1064c058ff25e0,2019-08,City of London Police,City of London Police,-0.089451,51.517032,On or near Bus/Coach Station,E01032739,City of London 001F,Investigation complete; no suspect identified
0bffb6d98f22d41571591575ca89d55e96639550f4f7cc7a44bfe09810d64b15,2019-08,City of London Police,City of London Police,,,No location,,,Further investigation is not in the public interest
038fec07bf5489a45da73a8edeaf4e966e7a256c8a64e6f8c7bfd793006e8606,2019-08,City of London Police,City of London Police,-0.099848,51.519350,On or near LONG LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
109cbcba7c7941f0aa49163d856bc19f1c38ac86c9620f50e00e93cd8e937058,2019-08,City of London Police,City of London Police,-0.112939,51.518231,On or near SOUTHAMPTON BUILDINGS,E01032740,City of London 001G,Investigation complete; no suspect identified
b73d5b54f2622299b8b583ec7c53dfa9347224d749ba542ead45d99fa903c369,2019-08,City of London Police,City of London Police,-0.073515,51.510414,On or near Parking Area,E01000005,City of London 001E,Investigation complete; no suspect identified
9976f761be91a98934571816f711c7e386dc8df049469b3ff3ea54fd77cab567,2019-08,City of London Police,City of London Police,-0.094206,51.511210,On or near LITTLE TRINITY LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
7c8bbd50c0bfe9a7199a1666330e7cbf1b5a59acd038535f0bc48eacd3b3f812,2019-08,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Investigation complete; no suspect identified
5fed03611b2805b1f2f165c420b5c0f35b6e5055e7495e7b26a2607894ac8ba1,2019-08,City of London Police,City of London Police,-0.099818,51.519017,On or near CLOTH FAIR,E01032740,City of London 001G,Investigation complete; no suspect identified
1f9154fbc425035c4719850914655065b11ee2c9d4cd1bf262948bad0005db7b,2019-08,City of London Police,City of London Police,-0.097601,51.520699,On or near CARTHUSIAN STREET,E01000001,City of London 001A,Investigation complete; no suspect identified
2c6614065705706ef12f35c7d181667b9b69f5fa66c8c9e1559bfdd644f402c5,2019-08,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
33e9f0d18832ff8fbf64a85ead0d400bc12bfaec0c7ccbb128ed4039539e1f83,2019-08,City of London Police,City of London Police,-0.086166,51.510828,On or near EASTCHEAP,E01032739,City of London 001F,Investigation complete; no suspect identified
5ccf5d47174a42c72f9a02b491f92d3a6b99f5d8783d7605a09b0e12789faf05,2019-08,City of London Police,City of London Police,-0.089475,51.513355,On or near Pedestrian Subway,E01032739,City of London 001F,Investigation complete; no suspect identified
d0fc976d244b57d274b77ed750b5a0137a716c6c5f6728b5f8a84cbbb356d10a,2019-08,City of London Police,City of London Police,-0.075146,51.513435,On or near Bus/Coach Station,E01000005,City of London 001E,Investigation complete; no suspect identified
b1739e2105175a3d09c62e029e629e192384bb54a72ad94542cf6d93efcaad4a,2019-08,City of London Police,City of London Police,-0.090506,51.513524,On or near POULTRY,E01032739,City of London 001F,Further investigation is not in the public interest
5d7afda5b9d0fcc75aac639227367ce985f160b51357bff2e25e1992b824fe4d,2019-08,City of London Police,City of London Police,-0.081091,51.516014,On or near CAMOMILE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
8525603f0ef036d6e79b4878b047e5d27d6a8f8ab07bdbd29a4cf7eaa2aaf44c,2019-08,City of London Police,City of London Police,-0.081091,51.516014,On or near CAMOMILE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
8bd7a4b02773deb026527a9fd7bae25747c42d125d629287e15bb83297aed09f,2019-08,City of London Police,City of London Police,-0.078924,51.508587,On or near PETTY WALES,E01032739,City of London 001F,Investigation complete; no suspect identified
5f7ee7a3c6320f4d9fc74cc1a29b26869f178abd89bb6cef254a9dc63f20677d,2019-08,City of London Police,City of London Police,-0.105561,51.510873,On or near Ferry Terminal,E01032740,City of London 001G,Investigation complete; no suspect identified
932c8022d26b257a84bc965fd8497e9941f53fb428da204e8f077aba675c54c9,2019-08,City of London Police,City of London Police,-0.080665,51.509344,On or near Pedestrian Subway,E01032739,City of London 001F,Investigation complete; no suspect identified
b9c92d2eea1501a20c4286d544acff553ecd3697a823465256f0832a38b9c643,2019-08,City of London Police,City of London Police,-0.108965,51.516386,On or near PLOUGH PLACE,E01032740,City of London 001G,Investigation complete; no suspect identified
1e5bee2029cfee2d8627f4f343fbda3f72345da8c3a64d80b29084415e2fbf39,2019-08,City of London Police,City of London Police,-0.097601,51.520699,On or near CARTHUSIAN STREET,E01000001,City of London 001A,Investigation complete; no suspect identified
dad1c6f2d7df3f33c95b4d6d4a4d09f5fe1123a75ee0996c5a5aa77a39637ddf,2019-08,City of London Police,City of London Police,-0.079162,51.514940,On or near BEVIS MARKS,E01032739,City of London 001F,Investigation complete; no suspect identified
689698df3b5070500308178e6eb54e0f0919aad89f14e42fbba464bc1d2f063a,2019-08,City of London Police,City of London Police,-0.082965,51.516351,On or near WORMWOOD STREET,E01032739,City of London 001F,Unable to prosecute suspect
2d881e90c5b6c151513a6166d88e65f433ca0ab22b5856703aec7bf7540f33ad,2019-08,City of London Police,City of London Police,-0.084251,51.520059,On or near SUN STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
3781439477783d1937e34eadc8ec288927f350bc792725c9f1f595ce6d7ed997,2019-08,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Investigation complete; no suspect identified
be95b4e0cc0e926439d21628b7bf931bfd3041d5fab6d2e5bb8829d133ae6dde,2019-08,City of London Police,City of London Police,-0.108018,51.511749,On or near TEMPLE AVENUE,E01032740,City of London 001G,Investigation complete; no suspect identified
e63507549f4c26508351b0f6f8258985724375d2dcdfc7823d13d8e4ca74da23,2019-08,City of London Police,City of London Police,-0.100748,51.515031,On or near WARWICK LANE,E01032739,City of London 001F,Unable to prosecute suspect
f9ba3ab7b4b784f4163115aba87ba0516f89025b93f566c4b5fbc828332d463f,2019-08,City of London Police,City of London Police,-0.098777,51.512526,On or near KNIGHTRIDER STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
64d3248ee3daddb14383c601f2a38d2e051e2d35a7814a2ff3bba74e06a94615,2019-08,City of London Police,City of London Police,-0.085014,51.509775,On or near MONUMENT STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
9f1aaa6e7631a60bbddbc77cc24acc4fcc9b2bfd290271ae51f340c6111c8ff6,2019-08,City of London Police,City of London Police,-0.082811,51.510054,On or near IDOL LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
4f8a5ab083769f74d13970e201c5f9555ce820610bc3d08fcb2cc796576c49bd,2019-08,City of London Police,City of London Police,-0.078665,51.509950,On or near MUSCOVY STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
1429bb8d71a45449da2c0212ec432775d6c9a9f856b8d81e9cb0c28aafa29f78,2019-08,City of London Police,City of London Police,-0.099848,51.519350,On or near LONG LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
9ff5ba1595e17e55bddc9952aea87366faa66c24f53b7d06f95b289fbf8526cf,2019-08,City of London Police,City of London Police,-0.076080,51.511445,On or near AMERICA SQUARE,E01000005,City of London 001E,Unable to prosecute suspect
074630ff76e4395c6c1694753ffc2f7cb721359329e7bfddb0f0be1c15c0e9ff,2019-08,City of London Police,City of London Police,-0.095914,51.520348,On or near BEECH STREET,E01000001,City of London 001A,Formal action is not in the public interest
f12069bc1dc5f7d5f0339b43ed4f78ebde08405df3388e02cfe78cee6fcd19e8,2019-08,City of London Police,City of London Police,-0.080322,51.510651,On or near MARK LANE,E01032739,City of London 001F,Unable to prosecute suspect
042da63e32270116e4afee88af674650e10b6592ff6691eefcfaabe8ec9bd2e7,2019-08,City of London Police,City of London Police,-0.092865,51.510182,On or near Parking Area,E01032739,City of London 001F,Investigation complete; no suspect identified
7a0181a620f01fb759dd3c0db4b48a9fee602a75680a3757234134801e195003,2019-08,City of London Police,City of London Police,-0.096385,51.510787,On or near GARDNERS LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
695eb1c174ac0c1099497acb4ff6af1bbc63fb0f14ffbf04ad7f46047ca23769,2019-08,City of London Police,City of London Police,-0.091440,51.519807,On or near SILK STREET,E01000002,City of London 001B,Unable to prosecute suspect
08ae7545a1b72d1dfb3872980cb057f0201ea07aa69e30cb6bef0c4d4b2a48be,2019-08,City of London Police,City of London Police,-0.094094,51.515606,On or near GRESHAM STREET,E01000002,City of London 001B,Investigation complete; no suspect identified
9cc37af866e7a291905372934b23ab33dccec992a612e46724980cc361e59ce8,2019-08,City of London Police,City of London Police,-0.101575,51.513857,On or near LUDGATE HILL,E01032739,City of London 001F,Investigation complete; no suspect identified
c8aa89dc83e75a9477265533de7a1691a435055b059965293b6c24471dca7f5b,2019-08,City of London Police,City of London Police,-0.078665,51.509950,On or near MUSCOVY STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
e2070c2c1d446d692c7ee399f4545264a8abeddf2485a190b3b894ce85cd8863,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Unable to prosecute suspect
031c40591d37ee17ee6e939aad0acdda215416bbcbf6346f436239e24f6549c6,2019-08,City of London Police,City of London Police,-0.094464,51.512959,On or near WATLING COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
0cc477896c2911cc6aa24d701718a61166da50645c39d49076ad5d90ef197a26,2019-08,City of London Police,City of London Police,-0.089698,51.511812,On or near OXFORD COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
0addcaac7b2fc362928079671a2c7d523e6482dfaa076f5250fe9a9930f11ca0,2019-08,City of London Police,City of London Police,-0.102741,51.513885,On or near PAGEANTMASTER COURT,E01032740,City of London 001G,Investigation complete; no suspect identified
9c850c40fec9fd77fb46380a91deb16c904bc5647a5c13f36955d458532f78af,2019-08,City of London Police,City of London Police,-0.086051,51.513569,On or near FINCH LANE,E01032739,City of London 001F,Unable to prosecute suspect
b3ad8f837d7238b340fa52bf6c67d114726b4fb3822ae4a0b3604c959478d856,2019-08,City of London Police,City of London Police,-0.108231,51.513928,On or near PLEYDELL STREET,E01032740,City of London 001G,Unable to prosecute suspect
e8cfa0677218a20b07e8a7d2a06e3636c497c46dab08af9db6215ea8a84a2065,2019-08,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
9556779fb02474b6b59144f6416e203a38a38cd7a6bd47cd1994b1ff20b5c4e5,2019-08,City of London Police,City of London Police,-0.098148,51.517938,On or near ALBION WAY,E01032740,City of London 001G,Investigation complete; no suspect identified
b2ffaadd58dd822161cbdacfea25da6ef067f8ce77cd5c7a5cf2d0962c050cb8,2019-08,City of London Police,City of London Police,-0.099436,51.519901,On or near HAYNE STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
c889fc644ae4dcea15bc39848854cfa292a58fb40e9790ee1f5fe3e12af46511,2019-08,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Investigation complete; no suspect identified
1f834bff2aa118cab2d4b6d97496b82f50add2c6d737ac62b20141073f0aef67,2019-08,City of London Police,City of London Police,-0.104909,51.517912,On or near Parking Area,E01032740,City of London 001G,Investigation complete; no suspect identified
a0c94d008fa0de5d58c644cd55fba181c15e6c4ebacadb4d8ad95139b6aada9a,2019-08,City of London Police,City of London Police,-0.104244,51.512749,On or near NEW BRIDGE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
656dc4b1d62c1658012b0afd3d23ba56ea57356d1d39937f3fd9622afa6c0afc,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Investigation complete; no suspect identified
8d04a56c351f7145c810689560470c5fb2e9fd2c593159d6ddfeab6777fc7297,2019-08,City of London Police,City of London Police,-0.086728,51.510477,On or near KING WILLIAM STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
aab2fd04d68b3cbe2749ad416836142dcec2f67693ead5da6f74350ab1b36a4f,2019-08,City of London Police,City of London Police,-0.097210,51.523156,On or near BALTIC STREET WEST,E01033490,Islington 022H,Unable to prosecute suspect
b73da78d5fe3b9709d8b494b4f612eb34dc11840384d077d1fcb771b92a95595,2019-08,City of London Police,City of London Police,-0.085833,51.513952,On or near FINCH LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
82756039a84ded7da76bfca6ebaeae4d5d6ecb53cdd6ffdbd109065eb977ad46,2019-08,City of London Police,City of London Police,-0.089596,51.518743,On or near NEW UNION STREET,E01000002,City of London 001B,Investigation complete; no suspect identified
e2be9abe3a8958d3008793af4efb6d1c9c5be9b63d2fef1264bb512dc1791a65,2019-08,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Investigation complete; no suspect identified
12203e806444442023a2f1d145da182cbb94b72114275928a901389ac2eb80be,2019-08,City of London Police,City of London Police,-0.102930,51.518375,On or near WEST SMITHFIELD,E01032740,City of London 001G,Unable to prosecute suspect
0971607aa90cfb2a52665fd33642d4417279c7f2584fa9d1782cbb1871c23324,2019-08,City of London Police,City of London Police,-0.093398,51.512951,On or near WATLING STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
b20b4cd5dc3a4cbbf14a8f8c90009710d46aa6680c39f457f1f5bc20d29be457,2019-08,City of London Police,City of London Police,-0.102502,51.516165,On or near GREEN ARBOUR COURT,E01032740,City of London 001G,Unable to prosecute suspect
526b9b78c849e20c12282f4efae89a163ad8f14ee0e71696094891a31bbfe057,2019-08,City of London Police,City of London Police,-0.089218,51.516057,On or near MOORGATE,E01032739,City of London 001F,Investigation complete; no suspect identified
c177ba4714b5eeffbfde6988668e5b458ee217c4b7e5f875849c7b74dac8abf9,2019-08,City of London Police,City of London Police,,,No location,,,Unable to prosecute suspect
a8f448873761c235b1006a317510502607d4a997d5da8fb80f3d0fa6de6c21d3,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Investigation complete; no suspect identified
6c7e585625d58160b7bc7d9ac52fe25fea3c0e4513ad830c82e8cb7cd0aec6b8,2019-08,City of London Police,City of London Police,-0.086764,51.510307,On or near FISH STREET HILL,E01032739,City of London 001F,Unable to prosecute suspect
5e554dc959a864e9c11b80485eb5f44f12a113c81ba4a3a01433a4306f8a5289,2019-08,City of London Police,City of London Police,-0.089698,51.511812,On or near OXFORD COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
339f34a184d7ac77d3c49d8259290c5c33749eb5a94f9248b5011e408b2af110,2019-08,City of London Police,City of London Police,-0.074210,51.511711,On or near PORTSOKEN STREET,E01000005,City of London 001E,Investigation complete; no suspect identified
27ac3c694349d7858896de40e3cb0bd1206d28572cb12bc4ada9d31d88dc6567,2019-08,City of London Police,City of London Police,-0.093057,51.520085,On or near Theatre/Concert Hall,E01000002,City of London 001B,Investigation complete; no suspect identified
03aed8859d5e679d586b8be0d6434ffa3f168edd47b409ed8af49be3c347439c,2019-08,City of London Police,City of London Police,-0.074613,51.512060,On or near HAYDON STREET,E01000005,City of London 001E,Investigation complete; no suspect identified
d05a37d422c214531448baf15009c600ec2b061acfed0970f5e74dd168614e6a,2019-08,City of London Police,City of London Police,-0.090710,51.513132,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
4c466340f0584de638efe7ad2e50efef14178ae1775ae9818dfeb8a2d3c19bea,2019-08,City of London Police,City of London Police,-0.111132,51.512420,On or near MIDDLE TEMPLE LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
16f949ce8cfe9c23c49d20e9d2741c83e6d6a3a978f8e8bdee60084c2949d592,2019-08,City of London Police,City of London Police,-0.078665,51.509950,On or near MUSCOVY STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
2502381e3a4c638bda49ac0c97aa497626974c12c0e8548668adb74c30378260,2019-08,City of London Police,City of London Police,-0.097053,51.518262,On or near ALDERSGATE STREET,E01000001,City of London 001A,Investigation complete; no suspect identified
94576992220b04ceb8c91c0a21bfd6efff41bfea25afb733f9bb032ea1fce190,2019-08,City of London Police,City of London Police,-0.090506,51.513524,On or near POULTRY,E01032739,City of London 001F,Investigation complete; no suspect identified
703f35ee094224d56f226dd744b3225c979c4e9a964924b1633a9a6f09752728,2019-08,City of London Police,City of London Police,-0.084618,51.512682,On or near GRACECHURCH STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
fa93b6287a7e5133334016ef8bc7de93d5826ac519befbb8a9a7de2298a3b2f7,2019-08,City of London Police,City of London Police,-0.083993,51.511440,On or near PHILPOT LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
265ba5870edc4c0a689feae451efc1bf3e921254cd17ed6abc33b0f18342adc5,2019-08,City of London Police,City of London Police,-0.092628,51.517920,On or near ST ALPHAGE GARDEN,E01000002,City of London 001B,Unable to prosecute suspect
a21f48529b8de28d95e5519afcb7289df5842204ae0bd2bdc34f9f2a1083f2a6,2019-08,City of London Police,City of London Police,-0.097736,51.520206,On or near Conference/Exhibition Centre,E01000001,City of London 001A,Unable to prosecute suspect
2ec7b90953dcc5cc2f3ebd45c53c3886238306d2070de5149150a607c8a3ef9f,2019-08,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Unable to prosecute suspect
917c38a09bd3f9ba691934dca2f425d65448f79d5709cdc0ae59d889f0c2fca1,2019-08,City of London Police,City of London Police,-0.088042,51.511794,On or near ABCHURCH LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
ef2d6d0c5057080391b3d61a207e978e2a39990b226f68acf35666baac4015b0,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Investigation complete; no suspect identified
3005b1b7929a0539e29ab0a604e3df36af5fc3d8d4d0f42faa6b69692f533116,2019-08,City of London Police,City of London Police,-0.085669,51.515100,On or near AUSTIN FRIARS,E01032739,City of London 001F,Investigation complete; no suspect identified
d0341ff68b3e076f8ab8b00446258f0c395fd2c8ac31b39fe10c60ae62f52041,2019-08,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Investigation complete; no suspect identified
3746393300783e749cb7710fa10080309c02ddf3fb2989f3d67e1a246aba6259,2019-08,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
9d812d3704eaae92413f59ed19ebea727b6fbf839aaad1a81c7ce13e4b74a793,2019-08,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
db913f721a671e3e0f74a9ce5574bbe336cfef074981602423cfa6744af4ddb7,2019-08,City of London Police,City of London Police,-0.097277,51.515307,On or near ST MARTIN'S LE GRAND,E01000001,City of London 001A,Investigation complete; no suspect identified
9ebd279b0e1e27a3cc3835b6ac417ae6b36df5039b78d2e3c759e093cc8a50e1,2019-08,City of London Police,City of London Police,-0.087525,51.510364,On or near ARTHUR STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
dd812e097a439c0c587d0dde7d5d853ea36cee43c0b7c7aec055a24a189c38be,2019-08,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Investigation complete; no suspect identified
74c439d4db99c17db64e6d45deb10523222c8fe30350342e894bad9eef919fbf,2019-08,City of London Police,City of London Police,-0.082458,51.517431,On or near LIVERPOOL STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
5be83a0e8feb892667515035e587e58b73eb443233306c915eb4cd287330fb71,2019-08,City of London Police,City of London Police,-0.097736,51.520206,On or near Conference/Exhibition Centre,E01000001,City of London 001A,Investigation complete; no suspect identified
6cfb584fdf73eb526ad30306f7f94da53502af4e98d2544224868e4a7912e718,2019-08,City of London Police,City of London Police,-0.079080,51.519615,On or near BISHOPSGATE,E01004307,Tower Hamlets 015B,Investigation complete; no suspect identified
8bade77a79336bbf71582cea05c57c197100d12b15a23b36b1cec72c21aeeada,2019-08,City of London Police,City of London Police,-0.109709,51.517909,On or near HIGH HOLBORN,E01032740,City of London 001G,Formal action is not in the public interest
